symbol,date,adjclose,close,high,low,open,volume
CXO,2015-11-17 05:30:00.0,109.080002,109.080002,109.940002,104.699997,107.260002,1542500.0
CXO,2012-08-30 05:30:00.0,88.150002,88.150002,89.480003,88.019997,89.480003,624300.0
CXO,2011-09-14 05:30:00.0,85.25,85.25,85.739998,82.050003,83.089996,743200.0
LLY,2014-10-10 05:30:00.0,60.80644,64.150002,65.110001,63.830002,64.019997,3281200.0
LLY,2009-08-26 05:30:00.0,25.32315,33.650002,34.150002,33.599998,33.740002,5392700.0
LLY,2007-04-16 05:30:00.0,39.486028,58.400002,58.48,57.009998,57.700001,1.07565E7
AES,2011-09-14 05:30:00.0,9.639855,10.59,10.71,10.35,10.44,6553100.0
AES,2011-07-28 05:30:00.0,11.342077,12.46,12.73,12.44,12.69,6857000.0
AES,2003-06-13 05:30:00.0,7.254924,7.97,8.15,7.91,8.12,1554900.0
AES,2003-02-26 05:30:00.0,3.013024,3.31,3.38,3.25,3.33,1652400.0
UTX,2011-05-10 05:30:00.0,79.231654,89.809998,90.120003,89.68,89.809998,3431300.0
UTX,2008-08-26 05:30:00.0,53.664364,64.889999,65.129997,64.360001,64.650002,3123700.0
UTX,2003-02-27 05:30:00.0,22.158855,58.639999,59.0,57.799999,57.939999,5249400.0
UTX,2002-10-15 05:30:00.0,20.706774,55.23,56.849998,54.799999,55.950001,7080400.0
ULTA,2011-03-09 05:30:00.0,40.674873,41.130001,42.279999,41.0,41.66,705300.0
ULTA,2008-08-18 05:30:00.0,12.094667,12.23,12.54,12.05,12.2,166400.0
CAT,2014-10-30 05:30:00.0,93.532669,100.160004,100.580002,99.059998,99.629997,2648300.0
CAT,2008-12-03 05:30:00.0,31.53955,39.650002,40.060001,36.93,37.389999,1.42892E7
CAT,2006-12-27 05:30:00.0,46.77291,61.470001,61.580002,60.900002,61.0,2773800.0
FOXA,2008-04-09 05:30:00.0,15.448947,18.94,19.25,18.849995,19.110005,8421100.0
FOXA,2007-06-11 05:30:00.0,18.021432,22.23,22.280001,21.9,21.929997,5813900.0
FOXA,2004-10-20 05:30:00.0,12.44205,31.21001,31.389996,30.98001,31.1,3804800.0
FOXA,2002-12-06 05:30:00.0,8.934989,22.750006,22.919987,22.569996,22.72001,986800.0
MDLZ,2002-09-11 05:30:00.0,17.898402,39.5,39.900002,39.490002,39.900002,771000.0
RHT,2013-11-08 05:30:00.0,43.32,43.32,43.470001,43.049999,43.290001,1057800.0
RHT,2009-12-18 05:30:00.0,29.27,29.27,29.68,29.08,29.139999,3489500.0
RHT,2009-12-17 05:30:00.0,28.940001,28.940001,29.07,28.58,28.58,2092500.0
RHT,2006-06-15 05:30:00.0,26.08,26.08,26.48,25.290001,25.299999,5807700.0
KORS,2012-10-26 05:30:00.0,54.490002,54.490002,54.650002,53.419998,53.959999,1698800.0
KMI,2014-03-28 05:30:00.0,28.74213,32.139999,32.48,32.040001,32.459999,4773000.0
KMI,2013-11-22 05:30:00.0,31.40192,35.52,35.580002,35.200001,35.279999,2670500.0
WHR,2014-10-16 05:30:00.0,140.652796,145.759995,147.479996,141.350006,141.350006,944600.0
WHR,2012-04-03 05:30:00.0,68.163718,74.5,76.32,74.25,75.739998,1342000.0
WHR,2009-11-02 05:30:00.0,61.416086,71.459999,72.959999,70.25,72.400002,1799100.0
WHR,2003-01-07 05:30:00.0,39.020932,54.02,54.900002,53.720001,54.82,332500.0
WHR,2001-06-19 05:30:00.0,42.40292,60.59,61.650002,60.5,61.18,278600.0
WHR,2001-04-20 05:30:00.0,37.83718,54.389999,55.0,53.939999,54.900002,568300.0
DISCK,2015-06-05 05:30:00.0,31.889999,31.889999,32.189999,31.200001,31.34,1211800.0
DISCK,2010-09-16 05:30:00.0,18.540001,37.080002,37.279999,36.150002,36.689999,1804400.0
NOV,2016-04-26 05:30:00.0,29.32949,29.370001,29.690001,29.209999,29.5,7176700.0
NOV,2005-04-13 05:30:00.0,17.011027,43.429991,44.85,43.270006,44.300002,4389200.0
NOV,2004-12-21 05:30:00.0,14.183041,36.210001,36.239991,35.370002,35.629996,2027700.0
SJM,2016-08-02 05:30:00.0,153.826636,154.580002,154.600006,152.660004,153.699997,856300.0
SJM,2015-05-26 05:30:00.0,116.252969,119.470001,120.580002,119.339996,120.400002,518600.0
SJM,2013-06-12 05:30:00.0,93.697163,100.830002,101.43,100.410004,101.32,673900.0
SJM,2000-09-12 05:30:00.0,14.193078,22.8125,23.125,21.5,21.5,63400.0
TEL,2014-10-29 05:30:00.0,57.795594,58.060001,58.759998,57.490002,57.599998,3624000.0
TEL,2012-09-17 05:30:00.0,35.381263,37.02,37.240002,36.799999,37.09,1039000.0
TEL,2008-07-30 05:30:00.0,29.031831,33.740002,35.599998,31.1,34.849998,6792700.0
EXR,2010-02-01 05:30:00.0,9.411273,11.46,11.62,11.33,11.42,495800.0
EXR,2009-04-15 05:30:00.0,5.211736,6.42,6.46,6.01,6.01,1410800.0
EXR,2006-10-05 05:30:00.0,11.941429,17.799999,17.799999,17.5,17.700001,213600.0
EXR,2005-02-15 05:30:00.0,8.24435,13.65,14.1,13.55,13.8,82800.0
NDAQ,2016-08-09 05:30:00.0,70.230003,70.230003,70.959999,70.110001,70.669998,937400.0
NDAQ,2012-07-16 05:30:00.0,21.055044,22.51,22.77,22.34,22.530001,998200.0
NDAQ,2006-04-26 05:30:00.0,36.320186,38.830002,39.450001,38.59,38.619999,1515800.0
LOW,2010-02-16 05:30:00.0,20.24677,22.74,22.75,22.219999,22.290001,8992800.0
LOW,2009-10-22 05:30:00.0,18.775754,21.17,21.23,20.5,20.77,1.87104E7
LOW,2008-03-28 05:30:00.0,19.517318,22.67,23.09,22.610001,22.98,8109200.0
LOW,2006-05-30 05:30:00.0,25.838965,60.990002,61.209999,60.650002,61.200001,7821000.0
LOW,2003-12-05 05:30:00.0,23.48488,55.869999,56.900002,55.32,55.349998,7629600.0
LOW,2002-01-30 05:30:00.0,18.75749,44.790001,44.849998,43.299999,43.900002,9318600.0
LOW,2001-09-25 05:30:00.0,12.751209,30.48,30.65,29.0,29.450001,1.20704E7
RSG,2015-02-25 05:30:00.0,39.306768,40.919998,41.0,40.490002,40.490002,930200.0
RSG,2005-05-25 05:30:00.0,17.493802,34.960004,35.25,34.199999,35.239995,2428600.0
RSG,2001-02-07 05:30:00.0,7.597308,15.499995,15.580005,15.400005,15.45,853800.0
SRCL,2011-08-16 05:30:00.0,80.440002,80.440002,80.849998,79.550003,80.230003,430900.0
SRCL,2007-09-13 05:30:00.0,51.290001,51.290001,52.25,51.290001,51.82,310700.0
SRCL,2006-01-26 05:30:00.0,29.055,58.110001,58.610001,58.049999,58.200001,635600.0
STI,2014-01-15 05:30:00.0,36.458904,38.439999,38.549999,38.200001,38.200001,3217000.0
STI,2010-04-14 05:30:00.0,27.969753,30.280001,30.290001,29.17,29.309999,8111900.0
STI,2009-08-25 05:30:00.0,20.276714,21.98,22.700001,21.77,22.1,1.02712E7
STI,2005-04-11 05:30:00.0,55.830493,71.980003,72.169998,71.610001,71.779999,613900.0
STI,2003-11-07 05:30:00.0,51.251093,68.970001,69.449997,68.239998,68.540001,1192500.0
USB,2014-03-03 05:30:00.0,38.333393,40.650002,40.93,40.5,40.880001,7528200.0
USB,2001-10-18 05:30:00.0,11.143467,17.75,18.049999,17.549999,18.049999,4191200.0
USB,2001-01-16 05:30:00.0,13.941652,28.8125,30.249995,28.062494,28.999998,4443900.0
PEG,2012-02-14 05:30:00.0,25.532116,30.780001,30.780001,30.379999,30.65,2743500.0
PEG,2010-11-26 05:30:00.0,24.083658,30.629999,30.870001,30.57,30.610001,1196100.0
PEG,2002-06-26 05:30:00.0,11.719359,42.240002,42.290001,41.299999,41.990002,1440000.0
PPG,2010-10-25 05:30:00.0,34.694168,77.330002,78.0,76.620003,76.900002,2346600.0
PPG,2003-05-21 05:30:00.0,16.826589,47.529999,47.529999,46.580002,47.02,2029000.0
HCP,2014-03-24 05:30:00.0,31.803885,36.700001,37.029999,36.66,37.029999,3082500.0
HCP,2012-04-27 05:30:00.0,32.60132,41.330002,41.66,41.16,41.639999,1988100.0
HCP,2004-12-22 05:30:00.0,14.489751,28.309999,28.389999,28.09,28.26,358000.0
HCP,2003-12-16 05:30:00.0,11.854668,49.400002,49.400002,48.900002,49.0,268600.0
EL,2013-05-28 05:30:00.0,68.383267,71.050003,72.699997,71.0,71.730003,1715000.0
EL,2007-10-05 05:30:00.0,19.780813,43.959999,44.450001,43.810001,44.139999,1201600.0
EL,2005-12-07 05:30:00.0,14.850097,33.400002,33.689999,33.099998,33.689999,1696000.0
EL,2004-04-16 05:30:00.0,19.270196,44.25,44.810001,43.75,43.98,822600.0
EL,2003-12-30 05:30:00.0,17.275675,39.669998,39.919998,39.549999,39.580002,1024000.0
EL,2003-11-19 05:30:00.0,16.016069,37.07,37.75,37.0,37.5,854600.0
EL,2003-08-08 05:30:00.0,16.366029,37.880001,37.990002,37.299999,37.369999,1636800.0
ABT,2008-06-26 05:30:00.0,20.169947,52.739948,53.859956,52.619961,53.859956,1.34053E7
ABT,2007-05-14 05:30:00.0,21.630576,57.949951,58.09995,57.44995,57.849948,9076600.0
ABT,2007-05-11 05:30:00.0,21.589516,57.839946,57.859954,57.079941,57.349947,8658100.0
ABT,2006-03-30 05:30:00.0,15.421048,42.639957,43.279952,42.389959,42.899962,8545800.0
ABT,2002-10-08 05:30:00.0,11.432487,39.469947,39.929936,38.079954,39.799953,1.90352E7
ABT,2002-08-01 05:30:00.0,11.559928,39.909932,41.399945,39.28995,41.249936,1.19841E7
CERN,2016-05-13 05:30:00.0,53.740002,53.740002,54.610001,53.720001,54.27,1809200.0
CERN,2012-03-27 05:30:00.0,38.080002,76.160004,78.290001,76.110001,78.150002,2414600.0
CERN,2010-07-12 05:30:00.0,20.077499,80.309998,80.830002,79.559998,79.800003,2100000.0
CERN,2010-04-22 05:30:00.0,22.48,89.919998,90.120003,88.300003,88.720001,1750400.0
CERN,2009-09-22 05:30:00.0,18.7925,75.169998,75.410004,73.589996,73.959999,3974400.0
CERN,2005-06-06 05:30:00.0,7.90625,63.25,63.98,61.75,62.48,4297600.0
CERN,2002-12-27 05:30:00.0,3.6875,29.5,30.07,29.34,29.65,5453600.0
CERN,2002-10-16 05:30:00.0,4.10875,32.869999,34.650002,31.4,34.639999,1.12672E7
HST,2013-04-23 05:30:00.0,15.89148,18.01,18.059999,17.74,17.790001,6197400.0
HST,2000-08-25 05:30:00.0,6.832239,10.875001,10.875001,10.687505,10.75,242000.0
ALB,2013-03-14 05:30:00.0,61.753804,65.559998,65.599998,64.739998,65.190002,271400.0
ALB,2010-12-16 05:30:00.0,50.706345,55.459999,56.040001,54.349998,54.869999,939100.0
ALB,2005-06-30 05:30:00.0,15.398966,36.470001,36.830002,36.470001,36.700001,396600.0
ALB,2001-03-07 05:30:00.0,9.033629,23.6,24.049999,23.6,24.049999,361400.0
MLM,2012-06-08 05:30:00.0,63.979948,67.529999,67.720001,65.93,66.68,172600.0
MLM,2004-12-06 05:30:00.0,42.385665,50.34,50.799999,50.25,50.799999,155700.0
RAI,2008-05-30 05:30:00.0,8.660255,54.919998,55.639999,54.84,55.200001,1.2484E7
RAI,2006-01-19 05:30:00.0,7.019897,99.309998,100.0,98.720001,99.099998,3172800.0
PDCO,2009-11-04 05:30:00.0,22.830963,25.48,25.98,25.299999,25.68,1134500.0
PDCO,2007-11-08 05:30:00.0,34.049317,38.0,38.27,37.209999,37.349998,1108800.0
PDCO,2007-02-06 05:30:00.0,34.34501,38.330002,38.740002,37.93,38.66,710600.0
PDCO,2006-12-05 05:30:00.0,34.165802,38.130001,38.279999,37.66,37.880001,1382600.0
BLL,2015-10-23 05:30:00.0,67.447831,67.830002,69.080002,67.779999,68.709999,1260600.0
BLL,2006-03-10 05:30:00.0,19.817412,43.32,43.700001,43.150002,43.25,1120400.0
BLL,2004-06-21 05:30:00.0,15.804518,70.300003,70.82,69.75,70.300003,1016000.0
SO,2015-01-21 05:30:00.0,47.992117,52.009998,52.09,51.189999,51.470001,5409200.0
SO,2007-02-12 05:30:00.0,23.186167,36.259998,36.560001,36.200001,36.389999,2134400.0
GWW,2012-05-21 05:30:00.0,175.096473,188.990005,189.360001,186.25,186.710007,570200.0
GWW,2007-11-28 05:30:00.0,76.092551,89.199997,89.260002,86.860001,87.480003,625700.0
GWW,2007-08-17 05:30:00.0,71.923819,84.650002,85.599998,82.879997,84.360001,553200.0
GWW,2006-09-12 05:30:00.0,54.851746,65.589996,65.68,64.93,64.989998,695500.0
GWW,2006-02-09 05:30:00.0,59.591754,71.860001,72.580002,71.790001,72.0,518700.0
GWW,2004-11-30 05:30:00.0,50.367507,61.860001,62.32,61.200001,61.849998,418100.0
CVS,2013-10-08 05:30:00.0,54.534962,57.049999,57.990002,57.009998,57.02,8410300.0
CVS,2012-05-04 05:30:00.0,42.606959,45.419998,46.130001,45.240002,46.0,7132500.0
CVS,2007-09-14 05:30:00.0,33.724772,37.830002,37.939999,37.360001,37.610001,1.0058E7
CVS,2005-06-17 05:30:00.0,26.001708,29.540001,29.629999,29.299999,29.610001,5255200.0
CVS,2002-03-25 05:30:00.0,14.724006,34.27,34.700001,34.150002,34.549999,2138000.0
BCR,2015-08-25 05:30:00.0,183.244632,184.139999,191.309998,184.050003,187.649994,936300.0
BCR,2015-06-30 05:30:00.0,169.641237,170.699997,172.880005,170.339996,172.300003,456200.0
BCR,2006-10-16 05:30:00.0,71.000165,76.199997,76.550003,75.400002,76.32,674700.0
BCR,2005-03-09 05:30:00.0,60.647705,65.830002,66.400002,65.769997,66.300003,286600.0
BCR,2003-11-14 05:30:00.0,34.989799,76.800003,77.800003,76.75,77.800003,833400.0
BCR,2001-06-13 05:30:00.0,24.624057,56.110001,56.349998,56.02,56.099998,795000.0
NWL,2015-05-21 05:30:00.0,39.334862,40.240002,40.41,39.98,39.98,1464100.0
NWL,2011-05-24 05:30:00.0,15.567411,17.370001,17.700001,17.280001,17.68,3310800.0
NWL,2001-08-10 05:30:00.0,15.641017,23.67,23.75,23.25,23.59,1015500.0
IP,2011-02-07 05:30:00.0,23.873244,29.34,29.65,28.939998,29.249997,5215700.0
IP,2008-04-04 05:30:00.0,21.310622,28.740007,29.000006,28.530008,28.839998,4869800.0
IP,2005-02-23 05:30:00.0,25.729705,37.930002,38.000006,37.000001,37.500004,3534900.0
IP,2004-09-24 05:30:00.0,26.014457,38.850003,39.100006,38.700002,38.819998,1837000.0
IP,2002-09-05 05:30:00.0,22.857014,35.950005,36.880005,35.850003,36.200004,3367700.0
IP,2002-04-11 05:30:00.0,25.829615,41.130002,41.930007,41.070004,41.449999,2791200.0
IP,2001-04-24 05:30:00.0,22.900195,37.380008,38.490002,36.85,38.049998,1900000.0
ICE,2015-03-04 05:30:00.0,228.552121,232.949997,235.199997,231.009995,235.119995,883500.0
TWX,2009-03-09 05:30:00.0,14.651828,7.099864,7.569855,7.049863,7.359858,1.16647E7
ECL,2008-06-05 05:30:00.0,41.388554,45.93,45.93,44.75,44.939999,776200.0
ECL,2008-01-15 05:30:00.0,43.79558,48.740002,50.189999,48.68,49.41,1406200.0
ECL,2005-02-28 05:30:00.0,27.608002,31.709999,31.84,31.200001,31.530001,1230700.0
NOC,2016-03-11 05:30:00.0,189.092035,189.889999,191.25,188.160004,188.899994,1006300.0
NOC,2004-08-17 05:30:00.0,34.415459,51.440144,51.720144,51.290149,51.550152,1318900.0
EFX,2014-05-12 05:30:00.0,69.724577,71.650002,71.709999,71.32,71.5,372800.0
EFX,2012-01-31 05:30:00.0,36.670866,38.970001,39.48,38.799999,39.470001,742100.0
EFX,2011-01-27 05:30:00.0,33.418295,36.189999,36.400002,35.869999,36.389999,798600.0
EFX,2009-05-06 05:30:00.0,26.385142,28.940001,29.09,28.389999,28.9,1764500.0
EFX,2006-05-12 05:30:00.0,32.804928,36.540001,36.93,36.450001,36.889999,777200.0
EFX,2002-12-18 05:30:00.0,19.401356,21.9,22.32,21.450001,22.25,624700.0
HOT,2004-08-06 05:30:00.0,26.221153,42.009998,42.259998,41.029999,42.0,2263600.0
HOT,2003-11-03 05:30:00.0,20.502713,33.639999,34.040001,33.529999,33.830002,1746700.0
HOT,2001-12-04 05:30:00.0,16.424614,27.35,27.4,26.85,27.25,1726300.0
HOT,2001-02-22 05:30:00.0,20.99744,35.720001,36.07,35.119999,36.07,1061800.0
PAYX,2011-07-19 05:30:00.0,24.58269,29.75,29.889999,29.540001,29.549999,2383300.0
PAYX,2008-05-29 05:30:00.0,25.414356,35.009998,35.360001,34.43,34.619999,2859700.0
AMAT,2016-05-23 05:30:00.0,22.8,22.9,23.02,22.77,22.879999,2.48543E7
AMAT,2014-09-09 05:30:00.0,21.689947,22.459999,22.74,22.41,22.6,1.25672E7
AMAT,2013-06-26 05:30:00.0,14.068773,14.97,15.42,14.92,15.37,1.85208E7
AMAT,2008-06-16 05:30:00.0,17.326972,20.790001,20.889999,19.879999,19.879999,3.20448E7
AMAT,2005-04-04 05:30:00.0,12.933743,16.049999,16.18,15.94,16.0,2.39962E7
AMAT,2001-11-27 05:30:00.0,16.910568,41.970001,43.099998,39.619999,39.970001,5.6955E7
AMAT,2000-08-08 05:30:00.0,28.431068,70.5625,71.75,69.0625,71.125,2.55738E7
CCL,2016-03-15 05:30:00.0,47.580106,47.91,48.380001,47.599998,47.709999,2472600.0
CCL,2003-04-10 05:30:00.0,18.52632,25.360001,25.450001,24.860001,25.43,1834900.0
CCL,2002-12-13 05:30:00.0,18.877645,25.959999,26.299999,25.9,26.17,1407400.0
ROK,2015-11-12 05:30:00.0,99.65733,102.379997,104.410004,102.0,102.440002,1326000.0
ROK,2005-04-21 05:30:00.0,42.584379,55.290001,55.580002,54.099998,54.119999,976000.0
CMS,2004-09-13 05:30:00.0,6.844173,9.53,9.66,9.48,9.65,579700.0
COG,2015-05-13 05:30:00.0,34.967629,35.119999,35.279999,34.990002,35.220001,6069200.0
COG,2004-03-12 05:30:00.0,2.444591,30.449999,30.530039,29.699999,29.699999,3400800.0
COG,2003-09-08 05:30:00.0,2.181457,27.249959,27.449999,26.699999,26.699999,1056000.0
COG,2003-07-11 05:30:00.0,2.165088,27.089999,27.15996,26.849999,27.15996,1323200.0
COG,2003-01-17 05:30:00.0,1.915897,24.050039,24.290039,24.0,24.060001,1229600.0
COG,2002-02-26 05:30:00.0,1.587893,20.039999,20.099999,19.85004,19.85004,3447200.0
COG,2002-01-31 05:30:00.0,1.585467,20.04996,20.199961,19.95,20.04996,4555200.0
COG,2001-11-16 05:30:00.0,1.727803,21.84996,21.84996,20.930039,21.09996,1632000.0
VAR,2010-05-18 05:30:00.0,53.009998,53.009998,54.060001,52.91,53.700001,1307300.0
VAR,2007-01-10 05:30:00.0,47.73,47.73,48.200001,47.709999,48.200001,700700.0
PHM,2013-10-30 05:30:00.0,17.278844,18.0,18.24,17.790001,18.24,8798600.0
PHM,2013-04-08 05:30:00.0,18.829006,19.73,19.799999,18.9,19.1,9318300.0
PHM,2008-01-09 05:30:00.0,8.274108,8.78,8.79,8.2,8.65,7622600.0
PHM,2004-09-03 05:30:00.0,27.66955,59.860001,60.48,59.400002,59.740002,1740000.0
UHS,2012-03-27 05:30:00.0,42.007762,42.619999,43.650002,42.240002,43.299999,1021100.0
UHS,2010-01-06 05:30:00.0,29.964916,30.75,31.23,30.65,30.93,1039700.0
UHS,2004-01-09 05:30:00.0,24.12664,51.389999,51.509998,50.32,51.509998,2388800.0
UHS,2003-09-29 05:30:00.0,23.194633,49.48,49.599998,48.419998,48.599998,609000.0
UHS,2002-06-25 05:30:00.0,22.266473,47.5,48.799999,47.099998,48.799999,1643600.0
UPS,2006-12-29 05:30:00.0,56.566824,74.980003,75.410004,74.5,74.769997,2752600.0
UPS,2005-07-05 05:30:00.0,50.54006,68.919998,69.480003,68.510002,69.050003,2077600.0
UPS,2005-05-03 05:30:00.0,52.307227,71.650002,72.120003,71.169998,71.900002,3087300.0
MUR,2015-08-14 05:30:00.0,30.85201,32.560001,33.459999,32.43,32.880001,2260900.0
MUR,2009-03-05 05:30:00.0,26.88097,39.489998,40.859994,38.79,40.229995,2443800.0
MUR,2003-10-24 05:30:00.0,19.273802,60.480002,60.68001,60.130006,60.509992,467300.0
MUR,2001-01-29 05:30:00.0,8.536864,56.439994,57.24999,56.169992,57.24999,654000.0
NTAP,2011-02-01 05:30:00.0,52.92487,56.52,56.799999,54.919998,55.209999,4119400.0
NTAP,2008-03-10 05:30:00.0,20.132426,21.5,22.719999,21.309999,22.6,1.00769E7
MAS,2015-05-27 05:30:00.0,23.773372,27.520001,27.57,27.08,27.230001,1991000.0
MAS,2012-08-06 05:30:00.0,10.40355,12.57,12.79,12.48,12.79,5832700.0
MAS,2012-01-17 05:30:00.0,9.904422,12.100001,12.29,11.95,12.22,6036700.0
MAS,2002-06-19 05:30:00.0,16.156178,26.520001,27.020001,26.299999,26.370002,3584400.0
MAT,2003-08-11 05:30:00.0,11.610833,19.200001,19.639999,19.110001,19.41,1202800.0
MAT,2000-08-01 05:30:00.0,6.564936,11.0625,11.375,11.0,11.25,1685900.0
AMGN,2011-10-21 05:30:00.0,52.978574,58.59,58.630001,57.5,57.700001,6345100.0
AMGN,2007-11-07 05:30:00.0,50.541721,56.200001,57.849998,56.150002,57.220001,9819300.0
AMGN,2007-09-13 05:30:00.0,51.369093,57.119999,57.27,55.75,55.799999,1.85521E7
AMGN,2006-11-03 05:30:00.0,67.332007,74.870003,75.309998,74.209999,75.25,4867700.0
AMGN,2005-07-20 05:30:00.0,72.997711,81.169998,83.099998,77.120003,77.459999,8.11591E7
LEG,2015-11-03 05:30:00.0,45.243794,46.209999,46.34,45.529999,45.75,740300.0
LEG,2013-05-15 05:30:00.0,30.703487,34.119999,34.16,33.849998,33.919998,842800.0
LEG,2010-03-15 05:30:00.0,16.490039,21.139999,21.360001,20.99,21.33,1381400.0
LEG,2002-10-17 05:30:00.0,13.118441,22.209999,22.299999,21.200001,21.700001,1140000.0
LEG,2000-10-11 05:30:00.0,8.658546,15.3125,15.4375,15.1875,15.1875,350000.0
COL,2016-07-11 05:30:00.0,84.627101,84.959999,85.309998,83.459999,84.029999,583500.0
COL,2007-10-22 05:30:00.0,63.311672,74.120003,74.360001,72.919998,72.989998,798400.0
COL,2007-04-17 05:30:00.0,56.052177,65.93,66.139999,65.82,66.0,641700.0
COL,2005-05-04 05:30:00.0,38.663266,46.439999,47.200001,46.139999,46.950001,1317500.0
BAX,2016-04-29 05:30:00.0,44.086808,44.220001,44.610001,43.84,44.119999,8992200.0
BAX,2016-01-06 05:30:00.0,37.190036,37.41,37.529999,36.75,36.790001,1.08147E7
BAX,2013-01-03 05:30:00.0,33.862509,67.78,67.830002,67.449996,67.580003,4655500.0
BAX,2010-07-13 05:30:00.0,20.51391,43.750001,44.369999,43.469999,43.99,1.11612E7
BAX,2009-02-18 05:30:00.0,26.404571,58.159998,58.669998,57.529999,58.349998,5872600.0
BAX,2006-10-16 05:30:00.0,19.964827,45.839999,46.11,45.560002,45.990001,2270100.0
BAX,2004-04-14 05:30:00.0,12.830695,30.450001,30.95,30.299999,30.95,5440700.0
MCO,2016-06-07 05:30:00.0,100.190002,100.190002,101.470001,100.169998,101.300003,593900.0
MCO,2016-05-20 05:30:00.0,93.830002,93.830002,94.290001,93.5,93.610001,832800.0
MCO,2016-03-29 05:30:00.0,95.142812,95.519997,95.529999,92.889999,92.889999,1010200.0
MCO,2009-10-15 05:30:00.0,21.630422,23.959999,23.98,23.530001,23.58,4874700.0
MCO,2008-05-30 05:30:00.0,32.813434,37.080002,37.630001,36.889999,37.630001,3162900.0
MCO,2001-10-03 05:30:00.0,14.556561,33.950001,34.970001,33.599998,34.950001,2044400.0
APD,2003-09-19 05:30:00.0,35.095934,47.860001,48.389999,47.720001,48.360001,1013300.0
APD,2001-12-28 05:30:00.0,33.469927,46.970001,47.0,46.549999,47.0,397900.0
APD,2001-03-20 05:30:00.0,27.805785,39.77,41.200001,38.630001,39.0,1629600.0
ORLY,2013-11-15 05:30:00.0,126.220001,126.220001,126.220001,125.080002,125.550003,579800.0
ORLY,2010-03-16 05:30:00.0,41.110001,41.110001,41.119999,40.349998,40.5,1283200.0
ORLY,2008-07-24 05:30:00.0,25.290001,25.290001,26.57,25.200001,26.5,3716400.0
ORLY,2005-01-13 05:30:00.0,22.92,45.84,46.060001,45.299999,45.799999,938000.0
ORLY,2000-09-06 05:30:00.0,7.28125,14.5625,15.0,14.4375,15.0,894600.0
MHK,2004-12-31 05:30:00.0,91.25,91.25,92.07,91.129997,91.489998,118500.0
MHK,2004-12-21 05:30:00.0,89.300003,89.300003,89.360001,88.599998,89.050003,135600.0
MHK,2002-08-23 05:30:00.0,49.5,49.5,50.459999,49.5,50.459999,256700.0
MHK,2001-07-18 05:30:00.0,41.139999,41.139999,42.0,40.5,40.779999,435200.0
HUM,2013-10-14 05:30:00.0,93.703625,95.669998,95.870003,94.339996,95.220001,681400.0
HUM,2011-11-04 05:30:00.0,82.590711,86.580002,86.889999,84.889999,86.220001,1624400.0
HSY,2016-07-07 05:30:00.0,110.040001,110.040001,110.839996,109.0,110.0,2007900.0
HSY,2013-09-16 05:30:00.0,87.053795,92.709999,93.089996,92.269997,92.629997,623600.0
HSY,2007-09-10 05:30:00.0,35.943247,45.150002,45.439999,45.0,45.310001,768700.0
HSY,2006-01-25 05:30:00.0,40.163498,52.299999,54.099998,51.650002,54.099998,4094200.0
HSY,2002-07-02 05:30:00.0,22.546859,62.580002,63.349998,62.580002,63.099998,818000.0
HRS,2002-01-23 05:30:00.0,12.102575,33.270001,33.529992,32.959988,32.999996,814900.0
HRS,2001-09-25 05:30:00.0,10.532805,28.999997,29.809989,28.340006,29.499996,793800.0
HRS,2001-02-20 05:30:00.0,9.717097,26.899996,28.699998,26.899996,28.120001,1531700.0
DGX,2014-04-11 05:30:00.0,55.911258,58.68,59.450001,58.549999,59.130001,1937600.0
DGX,2013-04-15 05:30:00.0,54.467247,58.369999,59.549999,58.369999,59.060001,1692200.0
DGX,2010-01-28 05:30:00.0,50.504458,56.049999,57.169998,55.990002,56.610001,840800.0
DGX,2004-12-16 05:30:00.0,40.699773,93.93,94.690002,93.580002,94.5,1038600.0
DGX,2002-10-14 05:30:00.0,26.904249,62.549999,63.139999,61.650002,61.700001,1372400.0
DGX,2001-01-30 05:30:00.0,23.620254,109.830002,113.639999,106.75,108.0,1738000.0
DAL,2011-08-16 05:30:00.0,7.398312,7.66,7.91,7.22,7.27,2.37544E7
DAL,2010-12-03 05:30:00.0,13.164359,13.63,13.82,13.39,13.4,9256600.0
BHI,2012-09-06 05:30:00.0,43.109541,45.290001,45.93,44.869999,44.93,3057700.0
BHI,2010-12-31 05:30:00.0,53.409674,57.169998,57.450001,56.34,56.610001,1637200.0
BHI,2009-10-13 05:30:00.0,41.39197,45.029999,45.630001,44.040001,45.529999,4800000.0
BHI,2006-02-23 05:30:00.0,61.519962,69.220001,70.739998,68.029999,69.029999,4559800.0
BHI,2003-05-12 05:30:00.0,25.719048,29.85,30.440001,29.379999,29.780001,2143800.0
BHI,2001-06-08 05:30:00.0,31.072482,37.119999,37.25,36.5,37.0,2454400.0
CMA,2011-09-30 05:30:00.0,21.111046,22.969999,23.91,22.959999,23.5,3702100.0
CMA,2010-03-11 05:30:00.0,33.125227,36.59,36.599998,36.0,36.48,4019300.0
CMA,2008-09-30 05:30:00.0,28.918546,32.790001,33.009998,30.209999,31.49,2744100.0
CMA,2007-05-18 05:30:00.0,50.906481,63.43,63.75,63.25,63.68,844500.0
CMA,2004-10-27 05:30:00.0,44.732294,61.529999,61.639999,60.299999,60.299999,951400.0
WM,2013-03-11 05:30:00.0,33.385316,37.0,37.130001,36.77,36.919998,2531000.0
